survey_id panel_id pid
3854 I00000046440 P00000137564
3854 I00000037392 P00000089212
3854 I00000122598 P00000484496
3854 I00000038332 P00000494887
3854 I00000129905 P00000414081
3854 I00000021561 P00000439983
3854 I00000005457 P00000227916
3854 I00000002609 P00000050580
3854 I00000117050 P00000180588
3854 I00000004220 P00000407650
3854 I00000128855 P00000348916
3854 I00000099896 P00000393090
3854 I00000104576 P00000226318
3854 I00000119424 P00000222332
3854 I00000057104 P00000054288
3854 I00000010371 P00000373833
3854 I00000001769 P00000320327
3854 I00000070892 P00000119912
3854 I00000053045 P00000150294
3854 I00000016029 P00000283828
3854 I00000060491 P00000301174
3854 I00000142695 P00000039609
3854 I00000116580 P00000335787
3854 I00000111433 P00000282762
3854 I00000121221 P00000242762
3854 I00000146703 P00000260297
3854 I00000152630 P00000470322
3854 I00000091454 P00000396342
3854 I00000053560 P00000153836
3854 I00000037784 P00000374065
3854 I00000023126 P00000262944
3854 I00000134793 P00000475544
3854 I00000133613 P00000007996
3854 I00000044374 P00000463946
3854 I00000140081 P00000296058
3854 I00000049717 P00000169119
3854 I00000015614 P00000460641
3854 I00000008088 P00000275008
3854 I00000033892 P00000198883
3854 I00000134610 P00000244109
3854 I00000124086 P00000020536
3854 I00000052546 P00000126778
3854 I00000106344 P00000431790
3854 I00000146491 P00000184901
3854 I00000045838 P00000244877
3854 I00000133179 P00000426613
3854 I00000085331 P00000005635
3854 I00000085734 P00000365902
3854 I00000097170 P00000268482
3854 I00000053505 P00000258070
3854 I00000008213 P00000384102
3854 I00000053305 P00000363587
3854 I00000092038 P00000097484
3854 I00000028701 P00000246449
3854 I00000082309 P00000386936
3854 I00000086547 P00000467126
3854 I00000030962 P00000265942
3854 I00000026180 P00000045346
3854 I00000041729 P00000416790
3854 I00000145255 P00000465017
3854 I00000083523 P00000443426
3854 I00000119287 P00000491154
3854 I00000021156 P00000090264
3854 I00000140597 P00000306405
3854 I00000024309 P00000386480
3854 I00000051515 P00000157980
3854 I00000011559 P00000433818
3854 I00000072705 P00000213018
3854 I00000003183 P00000410916
3854 I00000138672 P00000395746
3854 I00000109270 P00000031025
3854 I00000069403 P00000238069
3854 I00000153359 P00000392930
3854 I00000124545 P00000310495
3854 I00000022868 P00000336616
3854 I00000095619 P00000164570
3854 I00000017882 P00000446282
3854 I00000087357 P00000143228
3854 I00000028815 P00000345932
3854 I00000133853 P00000063101
3854 I00000071927 P00000080341
3854 I00000071878 P00000278135
3854 I00000040948 P00000066542
3854 I00000034131 P00000429860
3854 I00000098006 P00000012920
3854 I00000085935 P00000402953
3854 I00000133814 P00000385547
3854 I00000013889 P00000063684
3854 I00000122723 P00000007658
3854 I00000045220 P00000335811
3854 I00000028444 P00000473811
3854 I00000067738 P00000043084
3854 I00000063897 P00000274273
3854 I00000023514 P00000347328
3854 I00000120762 P00000413229
3854 I00000099517 P00000098622
3854 I00000115111 P00000210695
3854 I00000075973 P00000287969
3854 I00000125987 P00000485523
3854 I00000121161 P00000435806
3854 I00000016245 P00000214438
3854 I00000094295 P00000098903
3854 I00000088419 P00000009630
3854 I00000140925 P00000399834
3854 I00000017503 P00000455744
3854 I00000045656 P00000448842
3854 I00000140219 P00000459196
3854 I00000068726 P00000348689
3854 I00000097369 P00000188737
3854 I00000036117 P00000275728
3854 I00000117245 P00000178581
3854 I00000035975 P00000061665
3854 I00000082330 P00000379278
3854 I00000100931 P00000031903
3854 I00000052198 P00000300962
3854 I00000039725 P00000254327
3854 I00000122668 P00000099748
3854 I00000054146 P00000103494
3854 I00000081684 P00000015147
3854 I00000115463 P00000090270
3854 I00000120931 P00000292074
3854 I00000034452 P00000419750
3854 I00000027494 P00000011196
3854 I00000155256 P00000176682
3854 I00000142773 P00000203940
3854 I00000140557 P00000195092
3854 I00000008264 P00000126160
3854 I00000023501 P00000487216
3854 I00000058248 P00000024389
3854 I00000033488 P00000336858
3854 I00000031834 P00000199047
3854 I00000017920 P00000386052
3854 I00000044511 P00000369532
3854 I00000073125 P00000303316
3854 I00000032076 P00000497960
3854 I00000104439 P00000454639
3854 I00000119521 P00000247909
3854 I00000049428 P00000214895
3854 I00000139903 P00000050742
3854 I00000136174 P00000343945
3854 I00000045858 P00000406548
3854 I00000030421 P00000303679
3854 I00000065106 P00000485712
3854 I00000003100 P00000356184
3854 I00000142736 P00000467365
3854 I00000104039 P00000376963
3854 I00000063066 P00000263314
3854 I00000094472 P00000086672
3854 I00000058744 P00000021247
3854 I00000038492 P00000298286
3854 I00000108682 P00000455516
3854 I00000035853 P00000099904
3854 I00000098076 P00000401097
3854 I00000137572 P00000063322
3854 I00000054406 P00000325692
3854 I00000013064 P00000417172
3854 I00000033808 P00000380689
3854 I00000059527 P00000371844
3854 I00000139411 P00000244281
3854 I00000133823 P00000380259
3854 I00000072939 P00000238047
3854 I00000039568 P00000488141
3854 I00000031639 P00000383653
3854 I00000094431 P00000194446
3854 I00000016275 P00000422861
3854 I00000056602 P00000044388
3854 I00000057515 P00000378947
3854 I00000007889 P00000297086
3854 I00000130753 P00000463642
3854 I00000047912 P00000318739
3854 I00000105161 P00000132942
3854 I00000137810 P00000202475
3854 I00000060630 P00000125418
3854 I00000100775 P00000212367
3854 I00000111894 P00000369448
3854 I00000060472 P00000199338
3854 I00000135993 P00000240854
3854 I00000122724 P00000354487
3854 I00000053151 P00000039865
3854 I00000076538 P00000252077
3854 I00000072926 P00000277577
3854 I00000062087 P00000290523
3854 I00000131807 P00000289293
3854 I00000026041 P00000349891
3854 I00000055546 P00000229374
3854 I00000007426 P00000411552
3854 I00000106057 P00000219779
3854 I00000057888 P00000067484
3854 I00000023324 P00000376068
3854 I00000124096 P00000428831
3854 I00000125491 P00000196814
3854 I00000026850 P00000255232
3854 I00000016120 P00000200516
3854 I00000145559 P00000340892
3854 I00000115030 P00000096985
3854 I00000063685 P00000324900
3854 I00000119839 P00000381728
3854 I00000097361 P00000212112
3854 I00000078347 P00000437547
3854 I00000036917 P00000188470
3854 I00000091717 P00000243722
3854 I00000056083 P00000173858
3854 I00000056025 P00000083337
3854 I00000063682 P00000401972
3854 I00000003487 P00000340588
3854 I00000056015 P00000270119
3854 I00000017336 P00000327016
3854 I00000116111 P00000496023
3854 I00000085077 P00000024224
3854 I00000141395 P00000059891
3854 I00000118563 P00000287232
3854 I00000071363 P00000334504
3854 I00000004735 P00000001471
3854 I00000091357 P00000034222
3854 I00000022613 P00000497235
3854 I00000098279 P00000330470
3854 I00000145312 P00000164837
3854 I00000084503 P00000493113
3854 I00000054581 P00000393329
3854 I00000021848 P00000099621
3854 I00000021427 P00000193949
3854 I00000142402 P00000154068
3854 I00000019461 P00000029604
3854 I00000021612 P00000111053
3854 I00000109485 P00000132145
3854 I00000139964 P00000313221
3854 I00000042865 P00000204042
3854 I00000084694 P00000184387
3854 I00000029257 P00000191993
3854 I00000029248 P00000335807
3854 I00000074292 P00000312107
3854 I00000059170 P00000411788
3854 I00000098625 P00000341945
3854 I00000006024 P00000243470
3854 I00000076279 P00000022154
3854 I00000064070 P00000490886
3854 I00000150867 P00000341792
3854 I00000082355 P00000404848
3854 I00000073841 P00000479339
3854 I00000077128 P00000174544
3854 I00000054543 P00000315818
3854 I00000142404 P00000099478
3854 I00000083573 P00000355188
3854 I00000055622 P00000245119
3854 I00000066813 P00000299654
3854 I00000092378 P00000161738
3854 I00000010959 P00000047355
3854 I00000030802 P00000382028
3854 I00000146707 P00000140303
3854 I00000149833 P00000212541
3854 I00000074319 P00000387949
3854 I00000068201 P00000498459
3854 I00000038045 P00000229489
3854 I00000137873 P00000419894
3854 I00000151249 P00000476578
3854 I00000086217 P00000349977
3854 I00000053807 P00000119204
3854 I00000024114 P00000118365
3854 I00000155214 P00000238678
3854 I00000128251 P00000363916
3854 I00000058794 P00000262914
3854 I00000068823 P00000455590
3854 I00000112404 P00000340834
3854 I00000009956 P00000236083
3854 I00000061730 P00000023647
3854 I00000091495 P00000238083
3854 I00000076651 P00000473037
3854 I00000089830 P00000376125
3854 I00000075133 P00000408954
3854 I00000120533 P00000123069
3854 I00000049718 P00000271569
3854 I00000121878 P00000499976
3854 I00000148921 P00000043333
3854 I00000007676 P00000237690
3854 I00000145131 P00000199150
3854 I00000042346 P00000487918
3854 I00000009244 P00000329566
3854 I00000148528 P00000151877
3854 I00000093779 P00000489137
3854 I00000106568 P00000460183
3854 I00000155171 P00000044343
3854 I00000017969 P00000224766
3854 I00000016133 P00000410453
3854 I00000077879 P00000019880
3854 I00000074175 P00000130370
3854 I00000062479 P00000181890
3854 I00000072387 P00000324290
3854 I00000066299 P00000107186
3854 I00000114141 P00000014871
3854 I00000009160 P00000163954
3854 I00000109183 P00000259037
3854 I00000097104 P00000444516
3854 I00000064946 P00000425826
3854 I00000054544 P00000125005
3854 I00000007559 P00000450444
3854 I00000089960 P00000357311
3854 I00000031123 P00000119521
3854 I00000101126 P00000362464
3854 I00000136080 P00000090400
3854 I00000059925 P00000381972
3854 I00000030922 P00000431661
3854 I00000006928 P00000471183
3854 I00000005182 P00000257877
3854 I00000013630 P00000398152
3854 I00000042200 P00000315438
3854 I00000072157 P00000496598
3854 I00000088923 P00000057149
3854 I00000095550 P00000423781
3854 I00000070413 P00000215010
3854 I00000020562 P00000298148
3854 I00000108649 P00000215881
3854 I00000082360 P00000141904
3854 I00000054017 P00000379541
3854 I00000142300 P00000276124
3854 I00000092518 P00000053814
3854 I00000108158 P00000238578
3854 I00000011117 P00000449127
3854 I00000013646 P00000238411
3854 I00000117793 P00000033274
3854 I00000115789 P00000409918
3854 I00000001457 P00000251313
3854 I00000006932 P00000436039
3854 I00000070975 P00000287554
3854 I00000029253 P00000248896
3854 I00000008444 P00000229538
3854 I00000034590 P00000205725
3854 I00000073005 P00000278883
3854 I00000122579 P00000250310
3854 I00000020762 P00000230642
3854 I00000001780 P00000084586
3854 I00000080341 P00000498413
3854 I00000024380 P00000327977
3854 I00000107499 P00000001778
3854 I00000137593 P00000400876
3854 I00000043204 P00000221910
3854 I00000119071 P00000209351
3854 I00000051165 P00000409558
3854 I00000145592 P00000393385
3854 I00000005027 P00000077749
3854 I00000122572 P00000300053
3854 I00000063430 P00000246463
3854 I00000114871 P00000182026
3854 I00000038158 P00000464434
3854 I00000059443 P00000452191
3854 I00000129874 P00000099507
3854 I00000096853 P00000128095
3854 I00000028682 P00000147257
3854 I00000142254 P00000301963
3854 I00000103967 P00000226184
3854 I00000029664 P00000263501
3854 I00000073469 P00000331567
3854 I00000028949 P00000297892
3854 I00000090193 P00000198436
3854 I00000114963 P00000157084
3854 I00000065987 P00000391836
3854 I00000078604 P00000081486
3854 I00000085563 P00000129394
3854 I00000109665 P00000074788
3854 I00000032634 P00000213458
3854 I00000133964 P00000167286
3854 I00000049137 P00000186240
3854 I00000004033 P00000235500
3854 I00000108826 P00000242375
3854 I00000133668 P00000447227
3854 I00000124175 P00000450469
3854 I00000038529 P00000126407
3854 I00000022274 P00000087125
3854 I00000101054 P00000446923
3854 I00000063525 P00000412123
3854 I00000088787 P00000481783
3854 I00000090488 P00000312666
3854 I00000100162 P00000463685
3854 I00000043253 P00000387424
3854 I00000143837 P00000344251
3854 I00000130562 P00000058933
3854 I00000043743 P00000027264
3854 I00000075709 P00000205077
3854 I00000103793 P00000415503
3854 I00000080267 P00000297344
3854 I00000088171 P00000394445
3854 I00000093117 P00000365009
3854 I00000004836 P00000092247
3854 I00000002115 P00000285768
3854 I00000148546 P00000300078
3854 I00000026015 P00000168692
3854 I00000105285 P00000107416
3854 I00000146213 P00000434380
3854 I00000142822 P00000420882
3854 I00000006727 P00000470075
3854 I00000011667 P00000407995
3854 I00000130044 P00000333830
3854 I00000130663 P00000400642
3854 I00000128965 P00000019536
3854 I00000005555 P00000050611
3854 I00000105144 P00000051733
3854 I00000147575 P00000233501
3854 I00000040734 P00000329439
3854 I00000000381 P00000467973
3854 I00000146787 P00000456845
3854 I00000106403 P00000341252
3854 I00000098129 P00000486436
3854 I00000043707 P00000216772
3854 I00000147408 P00000021279
3854 I00000086998 P00000007872
3854 I00000144034 P00000498749
3854 I00000127054 P00000383972
3854 I00000049152 P00000231452
3854 I00000007728 P00000310451
3854 I00000130136 P00000403734
3854 I00000017649 P00000258635
3854 I00000109363 P00000257573
3854 I00000064369 P00000115207
3854 I00000098081 P00000269653
3854 I00000114623 P00000402442
3854 I00000113692 P00000445078
3854 I00000016480 P00000106076
3854 I00000000765 P00000357735
3854 I00000125790 P00000064586
3854 I00000148521 P00000446506
3854 I00000127364 P00000257128
3854 I00000130343 P00000297990
3854 I00000128591 P00000315500
3854 I00000123521 P00000204586
3854 I00000094706 P00000034389
3854 I00000035137 P00000442794
3854 I00000154593 P00000494412
3854 I00000130510 P00000439626
3854 I00000085462 P00000068918
3854 I00000094049 P00000036808
3854 I00000019649 P00000423452
3854 I00000129417 P00000141873
3854 I00000104516 P00000381634
3854 I00000116340 P00000235119
3854 I00000106284 P00000116034
3854 I00000098918 P00000137623
3854 I00000146877 P00000218905
3854 I00000121405 P00000171799
3854 I00000093280 P00000138872
3854 I00000135944 P00000347320
3854 I00000047180 P00000216793
3854 I00000129744 P00000407622
3854 I00000007098 P00000046485
3854 I00000037569 P00000298718
3854 I00000097534 P00000078408
3854 I00000114868 P00000269088
3854 I00000125204 P00000418412
3854 I00000090108 P00000150371
3854 I00000155752 P00000370455
3854 I00000131146 P00000334904
3854 I00000132656 P00000302550
3854 I00000077600 P00000212099
3854 I00000136363 P00000122327
3854 I00000112519 P00000247326
3854 I00000142188 P00000213429
3854 I00000146400 P00000301887
3854 I00000150357 P00000350347
3854 I00000005816 P00000311083
3854 I00000076878 P00000120140
3854 I00000117101 P00000418000
3854 I00000045642 P00000247641
3854 I00000028262 P00000010033
3854 I00000074477 P00000202954
3854 I00000023405 P00000471807
3854 I00000005037 P00000411606
3854 I00000013846 P00000234164
3854 I00000097667 P00000171245
3854 I00000111726 P00000030910
3854 I00000123644 P00000295669
3854 I00000113155 P00000320368
3854 I00000090261 P00000418500
3854 I00000085810 P00000467272
3854 I00000019207 P00000171472
3854 I00000081295 P00000273936
3854 I00000111301 P00000326394
3854 I00000035334 P00000066044
3854 I00000005529 P00000365645
3854 I00000149780 P00000186608
3854 I00000020148 P00000154012
3854 I00000065986 P00000175968
3854 I00000129609 P00000363490
3854 I00000030607 P00000485102
3854 I00000153068 P00000358654
3854 I00000147858 P00000201862
3854 I00000094490 P00000376096
3854 I00000057523 P00000266209
3854 I00000109457 P00000179074
3854 I00000119763 P00000283736
3854 I00000115128 P00000242846
3854 I00000051988 P00000323241
3854 I00000055718 P00000047484
3854 I00000130973 P00000324004
3854 I00000079532 P00000230773
3854 I00000087380 P00000192850
3854 I00000059030 P00000079921
3854 I00000015878 P00000446941
3854 I00000126140 P00000169846
3854 I00000141113 P00000283349
3854 I00000063349 P00000257273
3854 I00000148085 P00000191872
3854 I00000134821 P00000485849
3854 I00000141696 P00000064245
3854 I00000079456 P00000437134
3854 I00000070099 P00000373294
3854 I00000081890 P00000425617
3854 I00000071809 P00000048944
3854 I00000151734 P00000380122
3854 I00000147448 P00000018667
3854 I00000063437 P00000089315
3854 I00000139218 P00000418184
3854 I00000115067 P00000218786
3854 I00000131549 P00000455852
3854 I00000015073 P00000105438
3854 I00000149762 P00000270105
3854 I00000143472 P00000364932
3854 I00000045716 P00000476228
3854 I00000018926 P00000430017
3854 I00000067733 P00000062436
3854 I00000065153 P00000014258
3854 I00000019490 P00000059673
3854 I00000138122 P00000135590
3854 I00000089618 P00000451371
3854 I00000129338 P00000127573
3854 I00000076467 P00000409976
3854 I00000130324 P00000393947
3854 I00000041077 P00000388969
3854 I00000007209 P00000021015
3854 I00000001040 P00000105824
3854 I00000117994 P00000084374
3854 I00000057154 P00000472667
3854 I00000081832 P00000179618
3854 I00000114034 P00000498818
3854 I00000144159 P00000050433
3854 I00000066139 P00000101203
3854 I00000082786 P00000468823
3854 I00000115843 P00000259343
3854 I00000099208 P00000116068
3854 I00000060775 P00000302691
3854 I00000127841 P00000064682
3854 I00000115495 P00000058285
3854 I00000136264 P00000027923
3854 I00000093431 P00000079850
3854 I00000079289 P00000454462
3854 I00000074894 P00000046691
3854 I00000141857 P00000186739
3854 I00000138351 P00000263471
3854 I00000003753 P00000316845
3854 I00000005420 P00000277822
3854 I00000118421 P00000067138
3854 I00000129705 P00000245585
3854 I00000128820 P00000093543
3854 I00000131037 P00000380170
3854 I00000142849 P00000441428
3854 I00000129653 P00000132075
3854 I00000026295 P00000035325
3854 I00000118911 P00000082993
3854 I00000130810 P00000470443
3854 I00000078225 P00000345823
3854 I00000141153 P00000134679
3854 I00000109580 P00000459170
3854 I00000127873 P00000306466
3854 I00000019530 P00000448624
3854 I00000028995 P00000188729
3854 I00000097576 P00000364437
3854 I00000071774 P00000158123
3854 I00000114469 P00000350512
3854 I00000139270 P00000039138
3854 I00000120197 P00000097691
3854 I00000071881 P00000022259
3854 I00000059430 P00000163600
3854 I00000121576 P00000088623
3854 I00000046224 P00000026500
3854 I00000025202 P00000068199
3854 I00000086261 P00000270850
3854 I00000059640 P00000471176
3854 I00000126595 P00000280048
3854 I00000150774 P00000382534
3854 I00000083030 P00000152799
3854 I00000092674 P00000047542
3854 I00000010446 P00000327303
3854 I00000033474 P00000489455
3854 I00000119026 P00000104077
3854 I00000152564 P00000482188
3854 I00000053885 P00000278808
3854 I00000121060 P00000162412
3854 I00000107528 P00000143665
3854 I00000067533 P00000408102
3854 I00000138998 P00000162844
3854 I00000027045 P00000421921
3854 I00000009361 P00000005225
3854 I00000137612 P00000274091
3854 I00000058747 P00000241724
3854 I00000139124 P00000465177
3854 I00000089982 P00000305298
3854 I00000039481 P00000086015
3854 I00000135283 P00000086634
3854 I00000053375 P00000396385
3854 I00000114182 P00000462766
3854 I00000034748 P00000091497
3854 I00000121702 P00000132606
3854 I00000002278 P00000279882
3854 I00000126057 P00000142874
3854 I00000151102 P00000151976
3854 I00000038739 P00000052275
3854 I00000040747 P00000085520
3854 I00000005387 P00000433341
3854 I00000021800 P00000069799
3854 I00000146965 P00000145109
3854 I00000045756 P00000491407
3854 I00000062470 P00000023960
